# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
15, U Tham quan;U Ẩm thực;U Giải trí;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Rừng;T Thắng cảnh;T Hồ sông suối;price:5: (25, 5.319219), (36, 5.2144604), (8, 4.8126216), (37, 4.626858), (34, 4.453091), (2, 4.4339747), (45, 4.3306503), (52, 4.242877), (15, 4.1374826), (32, 4.1331744), (14, 4.1282525), (10, 4.062797), (40, 3.8450046), (4, 3.793936), (7, 3.7171555), (22*, 3.710735), (16, 3.7001302), (18, 3.3567638), (41, 3.3230329), (44, 3.2658896), (19, 3.236632), (21, 3.2333622), (31, 3.2320988), (28, 3.1562028), (24, 3.128174), (47, 3.1064634), (49, 3.0985281), (42, 3.056358), (30, 3.048644), (51, 2.9571583), (46, 2.875442), (26, 2.8743808), (9, 2.7788525), (5, 2.7699172), (3, 2.7586503), (23, 2.7028835), (12, 2.6550674), (50, 2.5510862), (1, 2.3606234), (29, 2.3307993), (35, 2.3058348), (43, 2.2285485), (13, 2.2249858), (11, 2.1355326), (20, 1.9831804), (39, 1.9346101), (53, 1.8262994), (38, 1.7798414), (48, 1.6500431), (27, 1.4785736), (33, 1.0603857), (17, 0.9727729), (6, 0.7894976), 
17, U Di tích;U Ẩm thực;U Giải trí;U Nghỉ dưỡng;U Mạo hiểm;U Hồ sông suối;U Đô thị;U Đồi núi;U Rừng;T Tâm linh;price:5: (36, 4.674302), (25, 4.59774), (10, 4.513777), (34, 4.426055), (16, 4.080372), (22, 4.021009), (45, 3.8661053), (8, 3.8187058), (30, 3.6817896), (32, 3.6629558), (39, 3.632858), (52*, 3.6086926), (21, 3.5848827), (37, 3.502324), (29, 3.4807558), (15, 3.4689088), (2, 3.461168), (47, 3.3625495), (51, 3.3573978), (4, 3.3529377), (44, 3.3337955), (40, 3.2796555), (5, 3.2632182), (28, 3.2250648), (3, 3.1784625), (18, 3.1484275), (46, 3.0519285), (19, 3.0428805), (41, 2.9945853), (38, 2.8684006), (14, 2.7861912), (42, 2.7634106), (50, 2.705289), (31, 2.6593294), (49, 2.5990913), (7, 2.5609803), (13, 2.3440104), (27, 2.3372908), (9, 2.140786), (24, 2.1384041), (12, 2.066857), (11, 1.9947547), (20, 1.9074504), (6, 1.8783472), (48, 1.8366488), (23, 1.7345352), (1, 1.6120316), (53, 1.604835), (43, 1.2131172), (35, 1.1455704), (17, 0.838419), (33, 0.33610356), 
23, U Tâm linh;U Di tích;U Giải trí;U Mạo hiểm;U Hồ sông suối;U Đô thị;U Biển;T Tâm linh;price:5: (34, 5.7365785), (8, 5.618559), (39, 5.6025686), (25, 5.352299), (22, 5.303871), (26*, 5.229615), (30, 5.216011), (44, 5.2052665), (10, 5.200424), (5, 5.0714717), (31, 5.011081), (16, 4.9324284), (52, 4.864092), (28, 4.782349), (19, 4.6789837), (7, 4.664679), (3, 4.648226), (18, 4.6433616), (51, 4.6237483), (41, 4.6190076), (37, 4.4888916), (45, 4.4598427), (46, 4.284185), (15, 4.2744627), (40, 4.198452), (32, 4.192995), (21, 4.130039), (53, 4.0884624), (36, 4.006899), (20, 3.9550865), (9, 3.9457488), (48, 3.942407), (24, 3.9374845), (17, 3.7660038), (42, 3.7588239), (27, 3.6779351), (1, 3.6320367), (4, 3.6288993), (50, 3.4774566), (49, 3.434301), (6, 3.4195387), (29, 3.413752), (13, 3.387878), (2, 3.3119562), (12, 3.2997546), (23, 3.2623916), (47, 3.2270215), (14, 3.1719282), (38, 3.105225), (11, 3.1000185), (43, 3.028437), (35, 2.9768157), (33, 2.1145084), 
23, U Tâm linh;U Di tích;U Giải trí;U Mạo hiểm;U Hồ sông suối;U Đô thị;U Biển;T Biển;price:5: (8, 5.8444085), (34, 5.747172), (25, 5.588499), (39, 5.5834956), (22, 5.3158712), (30, 5.2582126), (44, 5.231785), (31, 5.1318226), (52, 5.1069584), (10, 5.075239), (5, 5.0595903), (41, 4.926288), (16, 4.8561473), (19, 4.844436), (26, 4.8255725), (45, 4.80282), (28, 4.7486277), (18, 4.7181993), (7, 4.66448), (15, 4.6066704), (3, 4.575652), (51, 4.532148), (37, 4.5213785), (46, 4.5174446), (21, 4.3292594), (24, 4.222361), (53, 4.17722), (32, 4.167853), (40, 4.1596775), (20, 4.075515), (9, 4.066734), (48, 3.9629571), (36, 3.8329146), (27, 3.8250513), (1, 3.7497306), (17, 3.7079272), (6, 3.678668), (29, 3.598368), (42, 3.5781531), (4*, 3.5539522), (49, 3.538167), (50, 3.5184393), (23, 3.4935842), (12, 3.3072417), (43, 3.267549), (13, 3.244787), (2, 3.1996338), (14, 3.1649778), (38, 3.1553364), (11, 3.1466763), (47, 3.064123), (35, 3.001284), (33, 1.9327594), 
23, U Tâm linh;U Di tích;U Giải trí;U Mạo hiểm;U Hồ sông suối;U Đô thị;U Biển;T Ẩm thực;price:1;price:2: (8, 5.2795696), (39, 4.8443108), (22, 4.820558), (44, 4.6434555), (34, 4.594477), (25, 4.591895), (30, 4.5774493), (52, 4.5491576), (19, 4.506292), (28, 4.498794), (10, 4.4601183), (41, 4.2184167), (3, 4.2020526), (16, 4.14263), (31, 4.063242), (37, 4.037518), (26, 4.023032), (5, 3.922418), (45, 3.8513472), (21, 3.7924495), (53, 3.7839048), (7, 3.7825754), (36, 3.773528), (51, 3.7165616), (32, 3.6823494), (15, 3.592864), (18, 3.592681), (46, 3.5698006), (48, 3.5310032), (1, 3.4573522), (20, 3.3526175), (40*, 3.183748), (24, 3.1558285), (9, 3.1349149), (27, 3.032574), (42, 3.017825), (17, 2.969689), (50, 2.9685009), (4, 2.9552343), (49, 2.8375912), (14, 2.8089652), (6, 2.6811159), (2, 2.6810322), (43, 2.628421), (38, 2.627357), (23, 2.6177206), (13, 2.6172428), (12, 2.5980153), (29, 2.5718226), (11, 2.5016682), (35, 2.0370817), (47, 1.7873349), (33, 1.5099874), 
26, U Mạo hiểm;U Biển;T Giải trí;T Nghỉ dưỡng;T Biển;price:4;price:5: (39, 3.8602693), (24, 3.7533617), (45*, 3.5826538), (30, 3.4162297), (41, 3.2984521), (15, 3.2195728), (22, 3.1709816), (17, 3.1630096), (19, 3.115816), (35, 3.0635977), (44, 3.025242), (25, 3.0128138), (52, 2.9814162), (43, 2.9723978), (27, 2.946049), (3, 2.8727055), (8, 2.853284), (26, 2.8192284), (51, 2.8014991), (7, 2.7977307), (28, 2.791634), (50, 2.7714744), (47, 2.7612562), (9, 2.748587), (36, 2.7322352), (48, 2.6792655), (31, 2.624124), (5, 2.6061893), (1, 2.5997243), (2, 2.5499282), (34, 2.5084724), (14, 2.481753), (11, 2.4767194), (21, 2.4695172), (20, 2.3264596), (10, 2.2718172), (16, 2.267299), (33, 2.2624025), (18, 2.1990714), (40, 2.1928396), (53, 2.1575015), (46, 2.1151001), (6, 2.1103258), (23, 2.0960312), (29, 1.941561), (49, 1.9285816), (32, 1.8640447), (12, 1.7915633), (13, 1.7000924), (37, 1.6432978), (4, 1.4494975), (42, 1.4123511), (38, 1.3737609), 
26, U Mạo hiểm;U Biển;T Biển;price:5: (39, 4.7568617), (22, 4.302156), (24, 4.187702), (19, 4.1561623), (15, 4.0888753), (30, 4.0735474), (41, 4.0126104), (45, 3.9913836), (25, 3.9560275), (52, 3.9249656), (44, 3.8843546), (17, 3.8794806), (43, 3.8261402), (8, 3.797517), (51, 3.7535005), (28, 3.7474847), (7, 3.7399642), (35, 3.7321057), (26, 3.7065358), (27, 3.6711), (47, 3.668332), (34, 3.6407347), (3*, 3.6024878), (9, 3.5977213), (5, 3.5872805), (18, 3.5184753), (50, 3.5132186), (21, 3.492498), (11, 3.4617333), (2, 3.4328086), (36, 3.4122481), (14, 3.3805494), (6, 3.3215322), (16, 3.2929447), (31, 3.2395227), (10, 3.1753845), (53, 3.1646504), (46, 3.0908487), (1, 3.0482013), (48, 3.0403037), (33, 3.0208297), (23, 3.013798), (40, 2.966145), (32, 2.9349692), (12, 2.900705), (20, 2.8993056), (37, 2.8023756), (13, 2.7082427), (29, 2.6956582), (49, 2.6799393), (4, 2.6062174), (42, 2.5039685), (38, 2.311333), 
28, U Nghỉ dưỡng;U Biển;U Rừng;T Thắng cảnh;T Đồi núi;T Rừng;price:5: (29, 5.1539326), (10, 4.81351), (11, 4.573692), (15, 4.2941656), (28, 4.121996), (47, 4.1200976), (39, 3.9839792), (41, 3.955624), (36, 3.7595963), (22, 3.6390433), (21, 3.5849814), (45, 3.570308), (35, 3.516006), (17, 3.5056334), (19, 3.476365), (16, 3.4529428), (6, 3.3981187), (46, 3.364251), (44, 3.3485487), (52, 3.3463888), (4, 3.3416994), (8, 3.3267286), (9, 3.3055744), (14, 3.2351599), (24, 3.152039), (51, 3.116191), (20, 3.083419), (1, 3.0697746), (2, 3.021751), (50, 2.9989696), (3, 2.8981707), (7, 2.8844833), (43, 2.8832636), (37, 2.8436782), (25, 2.8094726), (48, 2.731366), (27, 2.6448069), (34, 2.5864744), (5, 2.5596242), (23*, 2.5581284), (30, 2.5262387), (38, 2.5203745), (31, 2.4659863), (53, 2.4039774), (26, 2.3248994), (49, 2.2104957), (33, 2.2046173), (18, 2.199988), (32, 2.1072223), (13, 2.0050879), (42, 1.9917437), (12, 1.9665742), (40, 1.7724117), 
34, U Tâm linh;U Rừng;T Tâm linh;price:5: (10, 4.1926575), (14, 4.09651), (8, 4.0563946), (26*, 4.04769), (53, 4.0454597), (47, 4.03573), (11, 4.0037475), (31, 3.9140825), (36, 3.905363), (4, 3.8858192), (20, 3.8647943), (32, 3.7939293), (41, 3.73837), (9, 3.7354639), (16, 3.7138827), (25, 3.6861086), (7, 3.6532662), (28, 3.6162834), (1, 3.6056297), (39, 3.5976574), (49, 3.5657864), (37, 3.560274), (15, 3.5508842), (29, 3.5376167), (34, 3.5365038), (52, 3.4888592), (19, 3.4314215), (18, 3.424652), (44, 3.362253), (27, 3.3486779), (45, 3.3260596), (21, 3.3185456), (46, 3.282298), (2, 3.2654617), (43, 3.2357655), (17, 3.203554), (23, 3.1631498), (33, 3.1591787), (40, 3.134235), (3, 3.1244109), (24, 3.1102924), (13, 3.0350242), (12, 3.0142667), (5, 3.0072198), (48, 2.9801905), (22, 2.9607117), (6, 2.9465077), (35, 2.9316108), (42, 2.879322), (50, 2.8169723), (30, 2.7762485), (38, 2.5599015), (51, 2.4463851), 
39, T Tham quan;T Thắng cảnh;T Ẩm thực;T Giải trí;price:3;price:4: (1, 4.561416), (45, 4.1549125), (48, 4.0947127), (8, 3.9053447), (19, 3.8111053), (31, 3.7698705), (14, 3.7123299), (49, 3.7071278), (36, 3.6866226), (26, 3.6685855), (3, 3.6678355), (30, 3.6460433), (12, 3.6367764), (52, 3.584221), (28, 3.5789237), (9, 3.5684562), (37, 3.5606227), (20, 3.5551057), (34, 3.5227075), (33, 3.503292), (53, 3.4939044), (16, 3.4785583), (23, 3.4417238), (40, 3.393493), (21, 3.3791194), (24, 3.3475287), (5, 3.3100975), (4, 3.3037822), (46, 3.2816627), (44, 3.2647617), (43, 3.2358136), (15, 3.2192097), (41, 3.2091844), (25, 3.179072), (42, 3.1756086), (27, 3.1682053), (22, 3.1547613), (39, 3.1485486), (10, 3.1221974), (7, 3.1108673), (13, 3.085215), (38, 2.9927492), (11, 2.9618316), (29, 2.940971), (51, 2.9136033), (47, 2.9048336), (6, 2.8785024), (18, 2.8059652), (50, 2.7955365), (32, 2.764259), (2*, 2.6090903), (17, 2.5638855), (35, 2.1387274), 
39, T Tâm linh;price:5: (26, 4.393398), (49, 3.7183022), (47, 3.5710382), (12, 3.5605989), (30, 3.5455441), (5, 3.5453708), (31, 3.5301204), (34, 3.4417424), (25, 3.434912), (3, 3.4019947), (13, 3.3991914), (36, 3.3948717), (4, 3.3660975), (8, 3.35352), (9, 3.3130572), (1, 3.304545), (14, 3.2997484), (45, 3.2922), (33, 3.2655373), (21, 3.2604353), (53, 3.2601025), (18, 3.2547822), (37, 3.2478716), (46, 3.245953), (28, 3.2300925), (19, 3.2048025), (16, 3.197664), (39, 3.1763968), (40, 3.175695), (7, 3.1442876), (42, 3.122929), (24, 3.1209605), (23, 3.1058402), (10, 3.0785038), (44, 3.030663), (20, 3.0305576), (48, 3.0156293), (43, 3.002129), (52, 3.0004754), (22, 2.9929218), (41, 2.9402616), (6, 2.9220514), (51*, 2.897913), (27, 2.865411), (32, 2.8410022), (29, 2.825423), (11, 2.7922127), (50, 2.7343774), (2, 2.7007523), (15, 2.6996884), (17, 2.660478), (38, 2.5679448), (35, 2.148942), 
48, U Tham quan;U Thắng cảnh;U Hồ sông suối;U Biển;T Tham quan;T Giải trí;price:1;price:2: (28, 4.511513), (7, 4.077271), (1, 3.9993627), (22, 3.9947019), (30, 3.8003814), (5, 3.711063), (44, 3.658314), (40, 3.622714), (16, 3.6024458), (21, 3.5959177), (19, 3.5704367), (4, 3.468577), (20, 3.4601204), (37, 3.4475524), (24, 3.3746495), (11, 3.3362453), (10, 3.22149), (46, 3.21709), (52, 3.2095196), (45, 3.1965182), (41, 3.171779), (48, 3.1541774), (43, 3.1341534), (6, 3.0335355), (17, 3.011139), (3, 2.957072), (8, 2.9131715), (9, 2.8192525), (14, 2.777892), (47, 2.695785), (51, 2.6111434), (26, 2.5011137), (34, 2.4744124), (27, 2.4327655), (2, 2.3985279), (35, 2.3901277), (42, 2.3438468), (39, 2.307274), (23, 2.2813187), (31, 2.2545328), (15, 2.2461686), (32, 2.1615827), (33, 2.148427), (36, 2.077188), (49*, 1.9789193), (38, 1.9404663), (25, 1.8383425), (13, 1.7697752), (29, 1.7150856), (53, 1.5916896), (18, 1.4318175), (50, 1.4053851), (12, 0.46249092), 
48, U Tham quan;U Thắng cảnh;U Hồ sông suối;U Biển;T Tâm linh;price:5: (5, 4.8608937), (7, 4.7728405), (22, 4.6992493), (4, 4.6741085), (28, 4.639463), (30, 4.516642), (40, 4.5011296), (16, 4.4052486), (46, 4.3483934), (44, 4.2112684), (47, 4.183959), (21, 4.1024156), (17, 4.0939155), (10, 4.042244), (1, 4.007695), (11, 3.9572966), (19, 3.9511623), (20, 3.9378948), (37, 3.9079084), (51*, 3.8696115), (6, 3.8685431), (26, 3.8138974), (41, 3.775625), (9, 3.7370994), (43, 3.6870954), (24, 3.6816945), (34, 3.623957), (48, 3.6065803), (45, 3.5343676), (8, 3.516329), (3, 3.4127982), (52, 3.4101925), (14, 3.2451017), (35, 3.2378683), (42, 3.2247255), (27, 3.2106352), (2, 3.1737418), (39, 3.1456687), (31, 2.9329805), (25, 2.8775418), (15, 2.8731964), (33, 2.833958), (32, 2.792237), (18, 2.756612), (29, 2.715187), (23, 2.7114983), (13, 2.699868), (38, 2.6719148), (49, 2.6542404), (36, 2.6364653), (50, 2.3159163), (53, 2.1621065), (12, 1.500543), 
48, U Tham quan;U Thắng cảnh;U Hồ sông suối;U Biển;T Ẩm thực;price:1;price:2: (28, 3.3217335), (22, 3.1817608), (4, 2.9662685), (7, 2.8565621), (30, 2.8439054), (1, 2.7988358), (19, 2.7442956), (21, 2.730651), (5, 2.6776652), (44, 2.6152828), (46, 2.5998342), (16, 2.5812752), (40, 2.452251), (37, 2.42236), (41, 2.340859), (11, 2.3247716), (20, 2.301251), (10, 2.2677634), (17, 2.2634258), (43, 2.252905), (48, 2.1610017), (8, 2.1431646), (6, 2.0959454), (52, 2.0610838), (3, 1.93245), (51, 1.92825), (9, 1.8920909), (45, 1.8916973), (24, 1.8658638), (14, 1.8479642), (47, 1.7100974), (26, 1.5731398), (27, 1.5310993), (2, 1.508643), (42, 1.4495518), (34, 1.4476808), (36, 1.3689195), (39*, 1.3532356), (35, 1.2639596), (32, 1.2474164), (33, 1.1952623), (38, 1.1598719), (15, 1.1574231), (25, 1.0829626), (23, 1.0326526), (49, 1.0233562), (31, 0.9509666), (13, 0.89505804), (29, 0.83908314), (53, 0.82337403), (50, 0.77278584), (18, 0.6717568), (12, -0.23537114), 
